TXN_ID,DATE,MINISTRY_CODE,MINISTRY_NAME,ACCOUNT_CODE,DESCRIPTION,VENDOR,AMOUNT_KES,PAYMENT_METHOD
KE-2401349,28/01/2024,MOI,Ministry of Interior,2110101,Basic salaries - permanent employees,NextGen IT,3280.3,MOBILE_MONEY
KE-2401350,25/01/2024,MOH,Ministry of Health,2211501,Refined fuels,Sunrise Cleaning Services,2639.37,CHEQUE
KE-2401351,26/03/2024,MOH,Ministry of Health,2211407,Cleaning and fumigation - health facilities,Care Foundation,92598.97,MOBILE_MONEY
KE-2401352,08/06/2024,MOF,Ministry of Finance,2211305,Immunisation outreach,GreenLeaf Consultancy,33317.0,CHEQUE
KE-2401353,08/12/2023,MOFA,Ministry of Family Affairs,3110701,Purchase of vehicles - ambulances,Modern Office Systems,23758.16,BANK_TRANSFER
KE-2401354,16/11/2023,MOE,Ministry of Education,2211101,MEDICAL DRUGS,PharmaWest Africa,1313348.32,MOBILE_MONEY
KE-2401355,06/10/2023,MOFA,Ministry of Family Affairs,2211407,Cleaning and fumigation - health facilities,Highlands Print Works,2098.57,BANK_TRANSFER
KE-2401356,29/10/2023,MOE,Ministry of Education,2211101,Medical drugs,TransAfrica Logistics,460670.02,CHEQUE
KE-2401357,11/01/2024,MOH,Ministry of Health,2211306,ANTENATAL OUTREACH SERVICES,MediPlus Distributors,1104.48,MOBILE_MONEY
KE-2401358,03/07/2023,MOH,Ministry of Health,2211320,Cervical cancer screening,GreenLeaf Consultancy,73113.75,MOBILE_MONEY
KE-2401359,27/06/2024,MOH,Ministry of Health,3110101,Construction of buildings - health facilities,Nile Motors,13742.82,BANK_TRANSFER
KE-2401360,23/07/2023,MOH,Ministry of Health,2211103,Vaccines,Sunrise Cleaning Services,1068.67,MOBILE_MONEY
KE-2401361,15/10/2023,MOH,Ministry of Health,2211306,Antenatal outreach services,Nile Motors,6840.74,BANK_TRANSFER
KE-2401362,03/06/2024,MOFA,Ministry of Family Affairs,2211501,Refined fuels,Nile Motors,1841323.41,BANK_TRANSFER
KE-2401363,19/07/2023,MOF,Ministry of Finance,2211110,Maternity supplies and delivery kits,Care Foundation,1551238.67,MOBILE_MONEY
KE-2401364,06/11/2023,MOH,Ministry of Health,2211407,Cleaning and fumigation - health facilities,BuildRight Contractors,,CHEQUE
KE-2401365,04/06/2024,MOF,Ministry of Finance,2211101,Medical drugs,United Diagnostics,8212.09,BANK_TRANSFER
KE-2401366,18/03/2024,MOFA,Ministry of Family Affairs,2211102,Contraceptives and family planning commodities,TechnoServ Africa,896024.52,MOBILE_MONEY
KE-2401367,25/10/2023,MOH,Ministry of Health,2210201,Communication supplies,PharmaWest Africa,1906489.22,MOBILE_MONEY
KE-2401368,06/07/2023,MOE,Ministry of Education,2211199,General medical consumables,United Diagnostics,1783207.93,BANK_TRANSFER
KE-2401369,15/03/2024,MOI,Ministry of Interior,3110101,Construction of buildings - health facilities,Public Health Institute,1808602.53,CHEQUE
KE-2401370,02/08/2023,MOH,Ministry of Health,2211308,Youth SRH counselling services,MedSupplies Ltd,1743.33,MOBILE_MONEY
KE-2401371,25/12/2023,MOFA,Ministry of Family Affairs,2211102,Contraceptives and family planning commodities,MediPlus Distributors,1534526.63,CHEQUE
KE-2401372,26/09/2023,MOH,Ministry of Health,2110101,Basic salaries - permanent employees,TransAfrica Logistics,1916915.89,CHEQUE
KE-2401373,28/05/2024,MOH,Ministry of Health,2211308,Youth SRH counselling services,Nile Motors,30860.16,CHEQUE
KE-2401374,18/06/2024,MOFA,Ministry of Family Affairs,2211305,Immunisation outreach,MedSupplies Ltd,138338.3,CHEQUE
KE-2401375,07/03/2024,MOFA,Ministry of Family Affairs,2211199,General medical consumables,Vitalis Pharma,7452.13,MOBILE_MONEY
KE-2401376,23/02/2024,MOF,Ministry of Finance,2110101,Basic salaries - permanent employees,PharmaWest Africa,32851.25,BANK_TRANSFER
KE-2401377,07/02/2024,MOFA,Ministry of Family Affairs,2211306,Antenatal outreach services,TechnoServ Africa,1349.87,CHEQUE
KE-2401378,08/06/2024,MOF,Ministry of Finance,2110101,Basic salaries - permanent employees,Highlands Print Works,260789.04,CHEQUE
KE-2401379,18/11/2023,MOI,Ministry of Interior,2211501,Refined fuels,GreenLeaf Consultancy,2081.45,CHEQUE
KE-2401380,24/02/2024,MOI,Ministry of Interior,3110101,construction of buildings - health facilities,NextGen IT,1908.11,MOBILE_MONEY
KE-2401381,01/10/2023,MOE,Ministry of Education,2211305,Immunisation outreach,MedSupplies Ltd,205717.65,MOBILE_MONEY
KE-2401382,16/03/2024,MOF,Ministry of Finance,2211110,Maternity supplies and delivery kits,Modern Office Systems,28168.8,CHEQUE
KE-2401383,13/06/2024,MOF,Ministry of Finance,2211305,Immunisation outreach,Vitalis Pharma,656058.11,MOBILE_MONEY
KE-2401384,16/01/2024,MOI,Ministry of Interior,3110701,Purchase of vehicles - ambulances,NextGen IT,1037.2,BANK_TRANSFER
KE-2401385,21/03/2024,MOF,Ministry of Finance,2211201,Laboratory reagents,NextGen IT,23097.1,CHEQUE
KE-2401386,02/05/2024,MOI,Ministry of Interior,2211305,Immunisation outreach,Highlands Print Works,1215.56,CHEQUE
KE-2401387,28/11/2023,MOF,Ministry of Finance,2110101,Basic salaries - permanent employees,United Diagnostics,85771.54,CHEQUE
KE-2401388,06/01/2024,MOFA,Ministry of Family Affairs,2211105,HIV test kits and ARVs,Highlands Print Works,27331.78,CHEQUE
KE-2401389,02/03/2024,MOH,Ministry of Health,2211110,Maternity supplies and delivery kits,Care Foundation,20678.55,CHEQUE
KE-2401390,08/03/2024,MOI,Ministry of Interior,2211404,SGBV survivor support services,MedSupplies Ltd,1030.18,BANK_TRANSFER
KE-2401391,27/04/2024,MOH,Ministry of Health,2211501,Refined fuels,TechnoServ Africa,106435.0,BANK_TRANSFER
KE-2401392,09/11/2023,MOE,Ministry of Education,2211201,Laboratory reagents,MedSupplies Ltd,26762.2,MOBILE_MONEY
KE-2401393,28/09/2023,MOI,Ministry of Interior,2211511,Printing and stationery,Highlands Print Works,780907.02,MOBILE_MONEY
KE-2401394,23/06/2024,MOFA,Ministry of Family Affairs,3110701,Purchase of vehicles - ambulances,MedSupplies Ltd,58738.83,MOBILE_MONEY
KE-2401395,05/06/2024,MOE,Ministry of Education,2210301,Domestic travel,Sunrise Cleaning Services,227820.12,CHEQUE
KE-2401396,13/12/2023,MOH,Ministry of Health,2211305,Immunisation outreach,Sunrise Cleaning Services,6100.84,CHEQUE
KE-2401397,27/06/2024,MOH,Ministry of Health,3110701,Purchase of vehicles - ambulances,MediPlus Distributors,6054.26,MOBILE_MONEY
KE-2401398,12/03/2024,MOF,Ministry of Finance,2210301,Domestic travel,Regional Bank Services,97262.97,CHEQUE
KE-2401399,16/04/2024,MOE,Ministry of Education,2211306,Antenatal outreach services,Modern Office Systems,757219.8,BANK_TRANSFER
KE-2401400,25/09/2023,MOI,Ministry of Interior,3110701,Purchase of vehicles - ambulances,TechnoServ Africa,142352.35,MOBILE_MONEY
KE-2401401,22/08/2023,MOF,Ministry of Finance,2211103,vaccines,Modern Office Systems,1464150.99,CHEQUE
KE-2401402,18/05/2024,MOE,Ministry of Education,2211308,Youth SRH counselling services,Care Foundation,125771.92,BANK_TRANSFER
KE-2401403,21/03/2024,MOFA,Ministry of Family Affairs,2211110,Maternity supplies and delivery kits,Public Health Institute,60304.13,BANK_TRANSFER
KE-2401404,28/05/2024,MOE,Ministry of Education,2211407,Cleaning and fumigation - health facilities,TransAfrica Logistics,83164.7,CHEQUE
KE-2401405,16/08/2023,MOH,Ministry of Health,2211320,Cervical cancer screening,NextGen IT,139548.52,MOBILE_MONEY
KE-2401406,05/12/2023,MOE,Ministry of Education,3110701,Purchase of vehicles - ambulances,Highlands Print Works,17296.43,BANK_TRANSFER
KE-2401407,19/05/2024,MOE,Ministry of Education,2211201,laboratory reagents,SafeWater Kenya,-492714.39,CHEQUE
KE-2401408,14/10/2023,MOE,Ministry of Education,2211103,Vaccines,PharmaWest Africa,624320.75,BANK_TRANSFER
KE-2401409,21/07/2023,MOF,Ministry of Finance,2211105,HIV test kits and ARVs,Nile Motors,512746.83,CHEQUE
KE-2401410,01/03/2024,MOF,Ministry of Finance,2110101,Basic salaries - permanent employees,United Diagnostics,21029.15,MOBILE_MONEY
KE-2401411,14/02/2024,MOI,Ministry of Interior,2211511,Printing and stationery,BuildRight Contractors,1041.9,BANK_TRANSFER
KE-2401412,19/10/2023,MOF,Ministry of Finance,2211201,Laboratory reagents,Modern Office Systems,331021.85,CHEQUE
KE-2401413,14/05/2024,MOFA,Ministry of Family Affairs,2110101,Basic salaries - permanent employees,Public Health Institute,163359.06,CHEQUE
KE-2401414,19/07/2023,MOH,Ministry of Health,2211306,Antenatal outreach services,Regional Bank Services,1393862.73,MOBILE_MONEY
KE-2401415,02/09/2023,MOF,Ministry of Finance,2211404,SGBV survivor support services,Public Health Institute,12170.35,MOBILE_MONEY
KE-2401416,03/03/2024,MOE,Ministry of Education,3110101,Construction of buildings - health facilities,Vitalis Pharma,140353.8,BANK_TRANSFER
KE-2401417,28/06/2024,MOF,Ministry of Finance,2211320,cervical cancer screening,SafeWater Kenya,895895.15,CHEQUE
KE-2401418,15/12/2023,MOFA,Ministry of Family Affairs,2211199,General medical consumables,Highlands Print Works,298908.71,BANK_TRANSFER
KE-2401419,08/03/2024,MOI,Ministry of Interior,2211306,Antenatal outreach services,Sunrise Cleaning Services,1934606.14,MOBILE_MONEY
KE-2401420,04/11/2023,MOFA,Ministry of Family Affairs,2211199,General medical consumables,Highlands Print Works,18950.85,BANK_TRANSFER
KE-2401421,19/07/2023,MOE,Ministry of Education,2211201,Laboratory reagents,MediPlus Distributors,1346.79,CHEQUE
KE-2401422,01/09/2023,MOF,Ministry of Finance,2211511,Printing and stationery,Highlands Print Works,270754.14,MOBILE_MONEY
KE-2401423,14/07/2023,MOFA,Ministry of Family Affairs,2211404,SGBV survivor support services,PharmaWest Africa,251130.21,BANK_TRANSFER
KE-2401424,21/02/2024,MOH,Ministry of Health,2211305,Immunisation outreach,GreenLeaf Consultancy,1230562.08,BANK_TRANSFER
KE-2401425,29/02/2024,MOE,Ministry of Education,2110101,Basic salaries - permanent employees,TransAfrica Logistics,1784431.11,BANK_TRANSFER
KE-2401426,22/06/2024,MOE,Ministry of Education,2211201,Laboratory reagents,United Diagnostics,145764.51,CHEQUE
KE-2401427,10/11/2023,MOF,Ministry of Finance,2211308,Youth SRH counselling services,MediPlus Distributors,21227.13,BANK_TRANSFER
KE-2401428,08/05/2024,MOE,Ministry of Education,3110101,Construction of buildings - health facilities,Care Foundation,931065.89,BANK_TRANSFER
KE-2401429,24/05/2024,MOF,Ministry of Finance,2211110,Maternity supplies and delivery kits,Sunrise Cleaning Services,5050.27,MOBILE_MONEY
KE-2401430,01/05/2024,MOI,Ministry of Interior,2211407,Cleaning and fumigation - health facilities,Modern Office Systems,2481.47,MOBILE_MONEY
KE-2401431,01/10/2023,MOF,Ministry of Finance,2211501,Refined fuels,TechnoServ Africa,"""2,080.24""",BANK_TRANSFER
KE-2401432,25/05/2024,MOI,Ministry of Interior,2211103,Vaccines,Modern Office Systems,1494.93,BANK_TRANSFER
KE-2401433,18/05/2024,MOH,Ministry of Health,2211305,Immunisation outreach,Public Health Institute,1546.09,CHEQUE
KE-2401434,23/02/2024,MOF,Ministry of Finance,2211407,Cleaning and fumigation - health facilities,TransAfrica Logistics,411863.9,BANK_TRANSFER
KE-2401435,02/11/2023,MOI,Ministry of Interior,2211407,Cleaning and fumigation - health facilities,MediPlus Distributors,117831.19,CHEQUE
KE-2401436,28/07/2023,MOE,Ministry of Education,2211305,Immunisation outreach,Nile Motors,810298.81,BANK_TRANSFER
KE-2401437,09/03/2024,MOI,Ministry of Interior,3110101,CONSTRUCTION OF BUILDINGS - HEALTH FACILITIES,MediPlus Distributors,412659.2,BANK_TRANSFER
KE-2401438,14/07/2023,MOFA,Ministry of Family Affairs,2211102,Contraceptives and family planning commodities,TransAfrica Logistics,4846.76,BANK_TRANSFER
KE-2401439,03/06/2024,MOH,Ministry of Health,2211101,Medical drugs,Care Foundation,-7959.71,MOBILE_MONEY
KE-2401440,03/09/2023,MOH,Ministry of Health,2211199,General medical consumables,United Diagnostics,8130.88,CHEQUE
KE-2401441,10/12/2023,MOH,Ministry of Health,2210301,DOMESTIC TRAVEL,United Diagnostics,1905.81,CHEQUE
KE-2401442,04/04/2024,MOI,Ministry of Interior,2211110,Maternity supplies and delivery kits,Highlands Print Works,2697.56,CHEQUE
KE-2401443,29/02/2024,MOI,Ministry of Interior,3110101,Construction of buildings - health facilities,BuildRight Contractors,1283.39,BANK_TRANSFER
KE-2401444,11/05/2024,MOH,Ministry of Health,2211101,Medical drugs,Sunrise Cleaning Services,534892.71,CHEQUE
KE-2401445,02/10/2023,MOH,Ministry of Health,2211305,Immunisation outreach,PharmaWest Africa,1175064.69,BANK_TRANSFER
KE-2401446,26/11/2023,MOH,Ministry of Health,2210201,COMMUNICATION SUPPLIES,Highlands Print Works,563040.26,CHEQUE
KE-2401447,17/10/2023,MOF,Ministry of Finance,2211501,Refined fuels,Sunrise Cleaning Services,782140.98,MOBILE_MONEY
KE-2401448,09/01/2024,MOF,Ministry of Finance,2211407,Cleaning and fumigation - health facilities,United Diagnostics,306081.53,BANK_TRANSFER
KE-2401449,28/03/2024,MOF,Ministry of Finance,2211404,SGBV survivor support services,Nile Motors,4135.99,BANK_TRANSFER
KE-2401450,26/09/2023,MOE,Ministry of Education,2211101,Medical drugs,MedSupplies Ltd,18256.52,MOBILE_MONEY
KE-2401451,12/11/2023,MOE,Ministry of Education,2211511,Printing and stationery,Vitalis Pharma,7785.42,BANK_TRANSFER
KE-2401452,14/08/2023,MOI,Ministry of Interior,2211306,Antenatal outreach services,TechnoServ Africa,4951.26,MOBILE_MONEY
KE-2401453,17/06/2024,MOE,Ministry of Education,3110101,CONSTRUCTION OF BUILDINGS - HEALTH FACILITIES,NextGen IT,7056.57,BANK_TRANSFER
KE-2401454,27/02/2024,MOF,Ministry of Finance,2211404,SGBV survivor support services,PharmaWest Africa,128474.46,MOBILE_MONEY
KE-2401455,18/09/2023,MOI,Ministry of Interior,2211306,Antenatal outreach services,Modern Office Systems,380171.61,MOBILE_MONEY
KE-2401456,17/09/2023,MOH,Ministry of Health,2211305,Immunisation outreach,Sunrise Cleaning Services,193389.0,CHEQUE
KE-2401457,20/11/2023,MOFA,Ministry of Family Affairs,2211105,HIV test kits and ARVs,GreenLeaf Consultancy,2303.9,CHEQUE
KE-2401458,02/07/2023,MOE,Ministry of Education,3110701,Purchase of vehicles - ambulances,Sunrise Cleaning Services,33828.13,BANK_TRANSFER
KE-2401459,15/05/2024,MOF,Ministry of Finance,2211511,Printing and stationery,Nile Motors,425635.09,BANK_TRANSFER
KE-2401460,21/09/2023,MOF,Ministry of Finance,2211102,Contraceptives and family planning commodities,BuildRight Contractors,132409.24,BANK_TRANSFER
KE-2401461,03/08/2023,MOE,Ministry of Education,2211199,General medical consumables,Nile Motors,699553.47,BANK_TRANSFER
KE-2401462,06/11/2023,MOI,Ministry of Interior,2211308,Youth SRH counselling services,MediPlus Distributors,492399.29,CHEQUE
KE-2401463,13/02/2024,MOH,Ministry of Health,2211101,Medical drugs,PharmaWest Africa,525898.41,MOBILE_MONEY
KE-2401464,06/09/2023,MOF,Ministry of Finance,2211308,Youth SRH counselling services,Modern Office Systems,13866.89,CHEQUE
KE-2401465,04/03/2024,MOI,Ministry of Interior,2211404,SGBV survivor support services,GreenLeaf Consultancy,12159.75,CHEQUE
KE-2401466,17/04/2024,MOF,Ministry of Finance,2211103,Vaccines,United Diagnostics,2461.07,BANK_TRANSFER
KE-2401467,25/04/2024,MOI,Ministry of Interior,2211199,General medical consumables,MedSupplies Ltd,8568.39,MOBILE_MONEY
KE-2401468,11/01/2024,MOF,Ministry of Finance,2110101,Basic salaries - permanent employees,Care Foundation,1796496.9,MOBILE_MONEY
KE-2401469,30/01/2024,MOH,Ministry of Health,3110701,Purchase of vehicles - ambulances,SafeWater Kenya,1362588.36,CHEQUE
KE-2401470,30/09/2023,MOFA,Ministry of Family Affairs,2110101,Basic salaries - permanent employees,United Diagnostics,972981.7,BANK_TRANSFER
KE-2401471,03/01/2024,MOF,Ministry of Finance,2211306,Antenatal outreach services,Sunrise Cleaning Services,559276.72,BANK_TRANSFER
KE-2401472,22/02/2024,MOE,Ministry of Education,3110101,Construction of buildings - health facilities,GreenLeaf Consultancy,677959.45,CHEQUE
KE-2401473,30/06/2024,MOI,Ministry of Interior,2211308,Youth SRH counselling services,Care Foundation,80943.28,MOBILE_MONEY
KE-2401474,08/07/2023,MOFA,Ministry of Family Affairs,2211110,Maternity supplies and delivery kits,MediPlus Distributors,8521.49,BANK_TRANSFER
KE-2401475,24/07/2023,MOFA,Ministry of Family Affairs,2211501,Refined fuels,TechnoServ Africa,69719.81,CHEQUE
KE-2401476,29/04/2024,MOI,Ministry of Interior,2210301,Domestic travel,Nile Motors,29551.9,CHEQUE
KE-2401477,11/03/2024,MOF,Ministry of Finance,2211199,General medical consumables,Highlands Print Works,8298.23,CHEQUE
KE-2401478,17/12/2023,MOH,Ministry of Health,2211511,Printing and stationery,SafeWater Kenya,98716.48,MOBILE_MONEY
KE-2401479,21/08/2023,MOI,Ministry of Interior,2211501,refined fuels,MediPlus Distributors,4868.67,CHEQUE
KE-2401480,13/12/2023,MOE,Ministry of Education,3110701,Purchase of vehicles - ambulances,Regional Bank Services,594771.91,CHEQUE
KE-2401481,14/09/2023,MOE,Ministry of Education,3110701,Purchase of vehicles - ambulances,MedSupplies Ltd,653171.36,MOBILE_MONEY
KE-2401482,15/02/2024,MOH,Ministry of Health,2211511,Printing and stationery,United Diagnostics,254869.56,MOBILE_MONEY
KE-2401483,24/03/2024,MOF,Ministry of Finance,2211103,Vaccines,Vitalis Pharma,1249.73,MOBILE_MONEY
KE-2401484,27/05/2024,MOI,Ministry of Interior,2211407,Cleaning and fumigation - health facilities,Modern Office Systems,33174.1,BANK_TRANSFER
KE-2401485,08/02/2024,MOI,Ministry of Interior,2211404,SGBV survivor support services,Sunrise Cleaning Services,1352559.3,CHEQUE
KE-2401486,18/02/2024,MOI,Ministry of Interior,2110101,Basic salaries - permanent employees,NextGen IT,73119.99,CHEQUE
KE-2401487,11/05/2024,MOE,Ministry of Education,2211404,SGBV survivor support services,Public Health Institute,687323.53,MOBILE_MONEY
KE-2401488,09/05/2024,MOF,Ministry of Finance,2211201,Laboratory reagents,BuildRight Contractors,1353141.06,CHEQUE
KE-2401489,01/08/2023,MOH,Ministry of Health,2211404,SGBV survivor support services,MediPlus Distributors,141918.31,MOBILE_MONEY
KE-2401490,28/08/2023,MOF,Ministry of Finance,2210301,Domestic travel,BuildRight Contractors,25414.28,CHEQUE
KE-2401491,21/03/2024,MOF,Ministry of Finance,3110101,Construction of buildings - health facilities,Vitalis Pharma,1531.06,CHEQUE
KE-2401492,18/12/2023,MOF,Ministry of Finance,2211105,HIV test kits and ARVs,Sunrise Cleaning Services,82313.17,MOBILE_MONEY
KE-2401493,06/02/2024,MOE,Ministry of Education,2110101,Basic salaries - permanent employees,United Diagnostics,867852.62,CHEQUE
KE-2401494,18/07/2023,MOFA,Ministry of Family Affairs,3110701,Purchase of vehicles - ambulances,Sunrise Cleaning Services,807676.4,MOBILE_MONEY
KE-2401495,24/07/2023,MOE,Ministry of Education,2211201,Laboratory reagents,TransAfrica Logistics,1950.25,BANK_TRANSFER
KE-2401496,07/06/2024,MOI,Ministry of Interior,2211407,Cleaning and fumigation - health facilities,Sunrise Cleaning Services,15754.2,MOBILE_MONEY
KE-2401497,17/10/2023,MOF,Ministry of Finance,2211110,Maternity supplies and delivery kits,Sunrise Cleaning Services,697507.09,BANK_TRANSFER
KE-2401498,27/09/2023,MOF,Ministry of Finance,2211511,Printing and stationery,MedSupplies Ltd,1625.45,CHEQUE
KE-2401499,21/09/2023,MOI,Ministry of Interior,2211101,Medical drugs,Care Foundation,24130.97,BANK_TRANSFER
KE-2401203,10/09/2023,MOF,Ministry of Finance,2211201,Laboratory reagents,NextGen IT,54717.35,BANK_TRANSFER
KE-2401501,01/03/2024,MOF,Ministry of Finance,3110101,Construction of buildings - health facilities,MediPlus Distributors,325023.79,CHEQUE
KE-2401502,03/05/2024,MOE,Ministry of Education,2211101,Medical drugs,TechnoServ Africa,904.56,MOBILE_MONEY
KE-2401503,11/06/2024,MOFA,Ministry of Family Affairs,2211101,Medical drugs,TechnoServ Africa,1374395.11,CHEQUE
KE-2401504,04/10/2023,MOH,Ministry of Health,2211199,General medical consumables,TransAfrica Logistics,4979.6,BANK_TRANSFER
KE-2401505,04/06/2024,MOF,Ministry of Finance,2110101,Basic salaries - permanent employees,Modern Office Systems,1381.13,CHEQUE
KE-2401506,10/06/2024,MOF,Ministry of Finance,2211199,General medical consumables,MediPlus Distributors,1082.31,BANK_TRANSFER
KE-2401507,25/02/2024,MOF,Ministry of Finance,3110101,Construction of buildings - health facilities,Modern Office Systems,1390258.52,BANK_TRANSFER
KE-2401508,11/12/2023,MOI,Ministry of Interior,2211199,General medical consumables,Modern Office Systems,156506.62,BANK_TRANSFER
KE-2401509,05/08/2023,MOF,Ministry of Finance,2211308,Youth SRH counselling services,Vitalis Pharma,7066.57,CHEQUE
KE-2401510,22/03/2024,MOF,Ministry of Finance,2211102,contraceptives and family planning commodities,Vitalis Pharma,12712.91,CHEQUE
KE-2401511,20/02/2024,MOF,Ministry of Finance,2211201,Laboratory reagents,NextGen IT,766397.08,BANK_TRANSFER
KE-2401512,11/04/2024,MOI,Ministry of Interior,2211308,Youth SRH counselling services,Care Foundation,1152.65,MOBILE_MONEY
KE-2401513,13/07/2023,MOFA,Ministry of Family Affairs,3110701,Purchase of vehicles - ambulances,Public Health Institute,1962569.78,CHEQUE
KE-2401514,07/02/2024,MOH,Ministry of Health,2110101,Basic salaries - permanent employees,SafeWater Kenya,2137385.41,MOBILE_MONEY
KE-2401515,05/08/2023,MOH,Ministry of Health,2211199,GENERAL MEDICAL CONSUMABLES,BuildRight Contractors,24745.68,MOBILE_MONEY
KE-2401516,20/11/2023,MOH,Ministry of Health,2211102,Contraceptives and family planning commodities,NextGen IT,381599.92,BANK_TRANSFER
KE-2401517,13/07/2023,MOH,Ministry of Health,3110101,Construction of buildings - health facilities,TransAfrica Logistics,1110.61,BANK_TRANSFER
KE-2401518,14/11/2023,MOE,Ministry of Education,2211320,CERVICAL CANCER SCREENING,Modern Office Systems,289430.52,MOBILE_MONEY
KE-2401519,28/07/2023,MOE,Ministry of Education,2211199,General medical consumables,Vitalis Pharma,4431.09,BANK_TRANSFER
KE-2401520,06/10/2023,MOFA,Ministry of Family Affairs,2211511,Printing and stationery,TransAfrica Logistics,236703.24,MOBILE_MONEY
KE-2401521,10/12/2023,MOI,Ministry of Interior,2211501,Refined fuels,Care Foundation,710650.37,BANK_TRANSFER
KE-2401522,20/03/2024,MOH,Ministry of Health,2211501,Refined fuels,MediPlus Distributors,26083.91,MOBILE_MONEY
KE-2401523,10/09/2023,MOE,Ministry of Education,2210201,Communication supplies,MediPlus Distributors,5366.34,MOBILE_MONEY
KE-2401524,13/09/2023,MOE,Ministry of Education,2211407,Cleaning and fumigation - health facilities,TransAfrica Logistics,33085.6,MOBILE_MONEY
KE-2401525,16/01/2024,MOFA,Ministry of Family Affairs,2211101,Medical drugs,MediPlus Distributors,8492.16,BANK_TRANSFER
KE-2401526,09/11/2023,MOF,Ministry of Finance,2211320,Cervical cancer screening,Care Foundation,956364.53,BANK_TRANSFER
KE-2401527,07/10/2023,MOE,Ministry of Education,3110101,Construction of buildings - health facilities,Nile Motors,35045.7,CHEQUE
KE-2401528,12/10/2023,MOFA,Ministry of Family Affairs,2211102,contraceptives and family planning commodities,MediPlus Distributors,470180.72,MOBILE_MONEY
KE-2401529,04/06/2024,MOH,Ministry of Health,3110701,PURCHASE OF VEHICLES - AMBULANCES,Vitalis Pharma,28683.06,CHEQUE
KE-2401530,20/01/2024,MOF,Ministry of Finance,2211308,Youth SRH counselling services,Sunrise Cleaning Services,27972.18,BANK_TRANSFER
KE-2401531,13/08/2023,MOE,Ministry of Education,2211511,Printing and stationery,MedSupplies Ltd,294233.24,MOBILE_MONEY
KE-2401532,01/06/2024,MOFA,Ministry of Family Affairs,2211306,Antenatal outreach services,Sunrise Cleaning Services,-18650.14,MOBILE_MONEY
KE-2401533,30/09/2023,MOFA,Ministry of Family Affairs,2211320,Cervical cancer screening,MedSupplies Ltd,28346.96,CHEQUE
KE-2401534,21/01/2024,MOF,Ministry of Finance,2110101,Basic salaries - permanent employees,Vitalis Pharma,3492.51,CHEQUE
KE-2401535,11/07/2023,MOF,Ministry of Finance,2211407,Cleaning and fumigation - health facilities,United Diagnostics,99948.79,CHEQUE
KE-2401536,13/08/2023,MOF,Ministry of Finance,2211305,Immunisation outreach,Nile Motors,939494.76,BANK_TRANSFER
KE-2401537,03/10/2023,MOE,Ministry of Education,2110101,Basic salaries - permanent employees,PharmaWest Africa,247359.3,MOBILE_MONEY
KE-2401538,26/05/2024,MOFA,Ministry of Family Affairs,2110101,Basic salaries - permanent employees,Vitalis Pharma,51544.8,CHEQUE
KE-2401539,19/08/2023,MOF,Ministry of Finance,2211305,Immunisation outreach,TransAfrica Logistics,1947.56,MOBILE_MONEY
KE-2401540,01/06/2024,MOFA,Ministry of Family Affairs,2211101,Medical drugs,MedSupplies Ltd,349771.3,MOBILE_MONEY
KE-2401541,02/07/2023,MOF,Ministry of Finance,2211101,Medical drugs,MedSupplies Ltd,355214.96,BANK_TRANSFER
KE-2401542,21/09/2023,MOFA,Ministry of Family Affairs,2211101,Medical drugs,Sunrise Cleaning Services,1702.75,CHEQUE
KE-2401543,29/08/2023,MOH,Ministry of Health,2211306,Antenatal outreach services,MedSupplies Ltd,802243.14,BANK_TRANSFER
KE-2401544,06/08/2023,MOFA,Ministry of Family Affairs,2211105,HIV test kits and ARVs,TransAfrica Logistics,1814118.59,MOBILE_MONEY
KE-2401545,08/07/2023,MOF,Ministry of Finance,2110101,Basic salaries - permanent employees,Modern Office Systems,866517.34,CHEQUE
KE-2401546,11/02/2024,MOH,Ministry of Health,2211102,Contraceptives and family planning commodities,NextGen IT,1877272.78,MOBILE_MONEY
KE-2401547,17/01/2024,MOF,Ministry of Finance,2211501,Refined fuels,Regional Bank Services,1342.24,MOBILE_MONEY
KE-2401548,02/05/2024,MOI,Ministry of Interior,2211407,Cleaning and fumigation - health facilities,BuildRight Contractors,6254.28,BANK_TRANSFER
KE-2401549,31/08/2023,MOH,Ministry of Health,2110101,Basic salaries - permanent employees,PharmaWest Africa,661975.09,BANK_TRANSFER
KE-2401550,28/01/2024,MOFA,Ministry of Family Affairs,3110101,Construction of buildings - health facilities,TransAfrica Logistics,8312.34,CHEQUE
KE-2401551,06/08/2023,MOE,Ministry of Education,2211501,REFINED FUELS,PharmaWest Africa,548056.78,MOBILE_MONEY
KE-2401552,23/02/2024,MOE,Ministry of Education,2110101,Basic salaries - permanent employees,MediPlus Distributors,359295.56,CHEQUE
KE-2401553,27/08/2023,MOI,Ministry of Interior,2211105,HIV test kits and ARVs,Regional Bank Services,575769.08,BANK_TRANSFER
KE-2401554,12/07/2023,MOE,Ministry of Education,2211199,General medical consumables,Modern Office Systems,2532.43,CHEQUE
KE-2401555,25/11/2023,MOFA,Ministry of Family Affairs,2211105,HIV test kits and ARVs,Sunrise Cleaning Services,125680.78,BANK_TRANSFER
KE-2401556,06/01/2024,MOH,Ministry of Health,2211306,Antenatal outreach services,Sunrise Cleaning Services,697878.54,CHEQUE
